ProductId,UserId,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Cleaned_Text,HelpfulnessRatio,ReviewLength,ReviewDate,ReviewYear,ReviewMonth,TextLength
B003YEZ9X2,A60ATYEZM715O,0,1,1,5/22/2012,deceptive,"You see beautiful little wild blueberries popping out of the jar in the picture but below that first 1/2 inch it looks and tastes like grocery store grape jelly. So very disappointed. Overpriced for just average jelly. I also went to their website and was swayed by the hype. Unfortunately none of their propaganda is true. Buyer beware, still looking for good quality jam. UPDATE Aug. 2012: I now feel more angry at the deception from this company's advertising. I have gone through 2 jars (out of the 4) and may give the last 2 away. Poor quality. All the other terrific reviews must be from owners/employees or friends. Don't waste your money.",see beautiful little wild blueberry popping jar picture first 12 inch look taste like grocery store grape jelly disappointed overpriced average jelly also went website swayed hype unfortunately none propaganda true buyer beware still looking good quality jam update aug 2012 feel angry deception company advertising gone 2 jar 4 may give last 2 away poor quality terrific review must ownersemployees friend not waste money,0,113,5/22/2012,2012,5,646
B004INEW6S,A3BV2F2FQXMYZ0,1,1,1,7/27/2012,Very small pouches of cat SNACKS!,"My 2 small cats could eat a whole box of these ""pouches"" in 1 day.<br />Both of my cats are small and very slender and not big eaters.<br /><br />Be forewarned - this is not cat food -- it is a cat SNACK!",2 small cat could eat whole box pouch 1 dayboth cat small slender not big eatersbe forewarned not cat food cat snack,1,43,7/27/2012,2012,7,204
B0075JTH7Q,A9TNI0T1H8M95,0,0,1,10/21/2012,Do not take running,"I would have expected more from Cytomax. I was looking for a drink I could use while running and this failed horribly. Even though this drink is meant to be taken during a workout, there's no way you can take it running. It foams up to the point where you can't drink it. Don't waste your money, stick to water and gel packs.",would expected cytomax looking drink could use running failed horribly even though drink meant taken workout no way take running foam point not drink not waste money stick water gel pack,0,63,10/21/2012,2012,10,325
B000F4094I,A2UL0BA0HWO4U,1,3,1,1/9/2007,Disappointing tea purchase,Complete bag of very small tea leaf pieces that normally fall to the bottom of the larger leaf pieces and end up in the bottom of a container of tea.,complete bag small tea leaf piece normally fall bottom larger leaf piece end bottom container tea,0.333333333,30,1/9/2007,2007,1,149
B00141QX32,A37B5UD233DOF,1,3,1,3/4/2012,Made in China?!?!,Bought these at my local pet store not even thinking to look at where they're made (because everything in that place is usually super high quality stuff).  Came here to see what others think and that's when I saw the other reviews about being made in China - CAN NOT believe I bought these.  My dog has had one and now they're in the trash.  DO NOT give these to your dog!!!  0 stars,bought local pet store not even thinking look made everything place usually super high quality stuff came see others think saw review made china not believe bought dog  trash not give dog 0 star,0.333333333,74,3/4/2012,2012,3,383
B003NDJ86S,AZE1KTRO01C5T,7,9,1,8/22/2011,We hate to leave this kind of review......,"We hate to leave this kind of review especially when we have enjoyed this product so much in the past.  Purchased this item in June 2011 and placed it in our kitchen cupboard upon arrival.  Two weeks ago, we were watching a movie and decided to have some popcorn.  Grabbed the new bag of Wabash (purple) and opened it.  Moths came flying out of the bag.  Yes, moths!!  Quickly closed the bag and to our dismay saw many, many moths crawling around inside the bag.  Did some internet research and found the moths are called Indian Meal Moths.  We have never seen these critters in our kitchen before and are sure they came with the popcorn.  We did a complete clean out of our cupboards and have not found them in any other products.  We wrote an email to Wabash Valley thru Amazon about this incident two weeks ago and have heard nothing back.  We would have thought they would pony up and at least offer an apology, if not a complete refund.  We realize that this kind of thing happens and are saddened by their lack of response and responsibility.  It's just not good business.  They have our money after all.",hate leave kind review especially enjoyed product much past purchased item june 2011 placed kitchen cupboard upon arrival two week ago watching movie decided popcorn grabbed new bag wabash purple opened moth came flying bag yes moth quickly closed bag dismay saw many many moth crawling around inside bag internet research found moth called indian meal moth never seen critter kitchen sure came popcorn complete clean cupboard not found product wrote email wabash valley thru amazon incident two week ago heard nothing back would thought would pony least offer apology not complete refund realize kind thing happens saddened lack response responsibility not good business money,0.777777778,202,8/22/2011,2011,8,1110
B003KLT05C,A3L6YSYB1ITURN,1,11,1,1/7/2011,Barking Mad,When I was a little kid my sister gave me a dollar to eat<br />one our dog's biscuits.  I was brought back to that moment in<br />time today when I ate one of these Doctor Kracker Pumpkin Cheddar Flatbreads.<br />I'm not proud of what I did to receive that dollar when I was a little kid.<br />But you should save your dollars and buy something that tastes good.,little kid sister gave dollar eatone dog biscuit brought back moment intime today ate  doctor kracker pumpkin cheddar flatbreadsi not proud receive dollar little kidbut save dollar buy something taste good,0.090909091,68,1/7/2011,2011,1,362
B001EQ5FO0,A65A1YHYPXQ8L,6,6,1,5/16/2010,vanilla bean paste,"I didn't care for the product.It wasn't vanilla enough,it was more like a sugar syrup.I made homemade vanilla ice cream and I even put a bit extra in the custard and it did not have a vanilla bean flavor.I would not recommend!!!",not care productit not vanilla enoughit like sugar syrupi made homemade vanilla ice cream even put bit extra custard not vanilla bean flavori would not recommend,1,42,5/16/2010,2010,5,228
B000NV9CFA,AOKXMEY6M1NQ4,3,14,1,6/14/2009,Why buy it when it's so easy to make yourself?,"Never thought I would see people actually buying simple syrup. They're paying $7 for sugar water.<br /><br />For $7 you can go out and buy yourself 15+ pounds of sugar and get water for free out of the tap and have all you'll ever need. Pour two parts water in a pot for every one part granulated sugar. Turn the pot on medium and stir until the sugar is dissolved, which takes maybe a few minutes if you're making a large batch. Wait for it to cool, then pour it into the container of your choice. It keeps indefinitely in the refrigerator as long as it is tightly capped.",never thought would see people actually buying simple syrup paying 7 sugar waterfor 7 go buy 15 pound sugar get water free tap ever need pour two part water pot every  part granulated sugar turn pot medium stir sugar dissolved take maybe minute making large batch wait cool pour container choice keep indefinitely refrigerator long tightly capped,0.214285714,109,6/14/2009,2009,6,573
B008114GDW,A3HTMUB72A5P79,4,5,1,10/19/2011,Incorrect information,"At the time of purchase, the production description stated:<br /><br />Blue Diamond Natural Cinnamon Brown Sugar Oven Roasted Almonds 8 oz<br />by Blue Diamond<br />Be the first to review this item  Like (0)<br />List Price: $32.55<br />Price: $6.82 ($0.12 / oz)<br />You Save: $25.73 (79%)<br /><br />Product Description<br />Blue Diamond Almonds Oven Roasted Cinnamon Brown Sugar - 6 Pack<br /><br />Both the list price and description suggests that it is a 6 Pack.<br /><br />I ordered 2 and received 2 ""1 packs"".<br />This is a single 8 oz container.",time purchase production description statedblue diamond natural cinnamon brown sugar oven roasted almond 8 ozby blue diamondbe first review item like 0list price 3255price 682 012 ozyou save 2573 79product descriptionblue diamond almond oven roasted cinnamon brown sugar 6 packboth list price description suggests 6 packi ordered 2 received 2 1 packsthis single 8 oz container,0.8,89,10/19/2011,2011,10,554
B000TO7U64,AIPL0LJDQNSVR,0,5,1,8/20/2008,Gross!,"This stuff is disgusting. All it is, is nothing more than thickening agents and some maple flavoring. It has the consistency of snot. I was so grossed out by it, that I threw it way. I strongly recommend you DON'T buy this.",stuff disgusting nothing thickening agent maple flavoring consistency snot grossed threw way strongly recommend not buy,0,42,8/20/2008,2008,8,223
B000F8GWRM,ADUQWONK7AWR7,1,2,1,11/29/2011,"terrible service, wrong item sent, wrong quantity",They sent me the totally wrong item and the totally wrong quantity and have not emailed me back a response to my complaint. My order was completely messed up!!<br />Do NOT order from this LOUSY company<br /><br />5 days later i finally heard from customer service who apologized and said they would send out the correct order free of charge<br />HA! They sent me 1 package of the WRONG item AGAIN<br />and i paid for 12 packages!!!!<br />In all my years of ordering with Amazon i have never conme across such horrible service and complete incompetency,sent totally wrong item totally wrong quantity not emailed back response complaint order completely messed updo not order lousy company5 day later finally heard customer service apologized said would send correct order free chargeha sent 1 package wrong item againand paid 12 packagesin year ordering amazon never conme across horrible service complete incompetency,0.5,96,11/29/2011,2011,11,551
B0083T5TAQ,A1BAB93H8NQANT,1,3,1,3/23/2012,26 Green Mountain and 8 Gloria Jean's Branded 7 types of k-cup Coffees Nothing More?,"Completely Different than what was in the description field of this listing, I have only recieved 2 brands. 26 of which Green Mountain Branded and 8 Gloria Jeans branded only, Most of which are the same making up only 7 types of coffee; (Green Mountain Hazelnut Noisette x7), (GM French Vanilla x6), (GM Caramel Vanilla Cream x6), (GM Wild Mountain Blueberry x4), (Green Mountain Southern Pecan x3),  (Gloria Jeans Butter Coffee x4), (Gloria Jeans French Vanilla Supreme x4). I Don't Understand Is this suppose to be normal?",completely different description field listing recieved 2 brand 26 green mountain branded 8 gloria jean branded making 7 type coffee green mountain hazelnut noisette x7 gm french vanilla x6 gm caramel vanilla cream x6 gm wild mountain blueberry x4 green mountain southern pecan x3 gloria jean butter coffee x4 gloria jean french vanilla supreme x4 not understand suppose normal,0.333333333,87,3/23/2012,2012,3,524
B00283A8TA,A2TL2NHVCVKCIE,2,3,1,5/2/2011,Very disappointed,"I thought these cookies were awful - I couldn't even eat them, they went to the squirrels. After reading all the other reviews I was very disappointed. It seems like they were overbaked, but even if not they weren't even close to some other healthy cc cookies I buy, such as  <a href=""http://www.amazon.com/gp/product/B000YHLS8W"">Kashi TLC Cookies, Oatmeal Dark Chocolate, 8.5-Ounce Boxes (Pack of 3)</a>",thought cooky awful could not even eat went squirrel reading review disappointed seems like overbaked even not not even close healthy cc cooky buy,0.666666667,63,5/2/2011,2011,5,404
B000FFLHSY,A3JETXRRUHIOUH,3,4,1,4/23/2010,Drain cleaner,"Each time I have eaten these (either in a smoothie or mixed in with organic chocolate) they have literally gone right through me, accompanied with cramps, pain and suffering.  I have tried varying amounts (5, up to 15) with varying ingredients, but all with the same disastrous results!",time eaten either smoothie mixed organic chocolate literally gone right accompanied cramp pain suffering tried varying amount 5 15 varying ingredient disastrous result,0.75,48,4/23/2010,2010,4,286
B001RVFDOO,A3NKQ6NPDL9J7Q,5,27,1,9/15/2010,"TASTE AVERAGE, INSANELY EXPENSIVE","These chips taste average and they are insanely expensive compare to the big bags of chips from safeway or costco, for $2, you can get a big bag with 10 times the amount of chips compare to these 0.8oz bag chips, so for $5 in safeway, you can get $30 worth of popchips, these bags are so tiny, it's like serve size for fat people trying to lose weigh or something, for me, i never gain weigh, i rather go buy big bag of chips, these are expensive ripoff chips, will never buy again.<br />Maybe i think the price is high because i bought it from amazon.com, maybe elsewhere is cheaper, but chips as junk food, shouldn't be that expensive compare to local stores.",chip taste average insanely expensive compare big bag chip safeway costco 2 get big bag 10 time amount chip compare 08oz bag chip 5 safeway get 30 worth popchips bag tiny like serve size fat people trying lose weigh something never gain weigh rather go buy big bag chip expensive ripoff chip never buy againmaybe think price high bought amazoncom maybe elsewhere cheaper chip junk food not expensive compare local store,0.185185185,124,9/15/2010,2010,9,661
B0029ZAOW8,A2O1KJ2J48N223,4,10,1,3/1/2010,It made me fall asleep,"I drank some to try and keep me awake for an essay, I fell asleep about 15 minutes after drinking it. I don't feel it did anything for me.",drank try keep awake essay fell asleep 15 minute drinking not feel anything,0.4,29,3/1/2010,2010,3,138
B000HDGD9M,A11DUBJGHUPSMD,2,7,1,6/8/2007,BAD EXPIRATION,"THIS PRODUCT WAS SENT WITH A SHORT SHELF LIFE AND I FELT IT WAS SNEAKY AND UNDER-HANDED, WON'T PURCHASE FROM THEM EVER AGAIN!!!!!!!!",product sent short shelf life felt sneaky underhanded not purchase ever,0.285714286,23,6/8/2007,2007,6,132
B001E5DZTS,A38AAGX6FQCT7O,0,21,1,9/23/2010,Never Received Goat Milk,I was given a track number and told it was delivered to my POBOX.  It never happened.  I received a refund and am now in the process of wating for my new reorder.,given track number told delivered pobox never happened received refund process wating new reorder,0,33,9/23/2010,2010,9,162
B000PZQUZO,A2Y28KEAOHE013,5,6,1,2/17/2009,Chemical aftertaste,"Give Walden Farms credit for making a no-carb sauce. It's just a shame it doesn't taste better. Still, I do buy it on occasion and mix it with other tastier sauces to lower the over all carb content. However, the smoke taste is so overwhelming that more than a proportion of 1:4 leaves only the taste of this product in your mouth. This product cannot begin to compare with the taste of the now-defunct Kraft's low-carb barbecue sauce. Mostly, I make my own low-carb sauce from scratch and then just add a bit of this to get the smoke taste, but too much and even the best batch of homemade sauce is ruined. However, if you are on an extreme low-carb diet (such as Dr. Bernstein's) this may be the only product that fits.",give walden farm credit making nocarb sauce shame not taste better still buy occasion mix tastier sauce lower carb content however smoke taste overwhelming proportion 14 leaf taste product mouth product not begin compare taste nowdefunct kraft lowcarb barbecue sauce mostly make lowcarb sauce scratch add bit get smoke taste much even best batch homemade sauce ruined however extreme lowcarb diet dr bernstein may product fit,0.833333333,134,2/17/2009,2009,2,721
B000KM7KJ2,A2SWAUKBEKNCI1,0,0,1,7/12/2012,Bitter and hotter than stated,"This product is not mild!  Also, it is bitter to the taste.  If you're looking for something mild, this isn't it.  It's a waste of money -- if you want something with great taste and a milder form, try Tobasco's brand of 'Green Pepper Sauce' (in green bottle).  It doesn't have the bitterness of this product and it is readily available in supermarkets.  The shipping cost on this product is tantamount to highway robbery!",product not mild also bitter taste looking something mild not waste money want something great taste milder form try tobasco brand green pepper sauce green bottle not bitterness product readily available supermarket shipping cost product tantamount highway robbery,0,74,7/12/2012,2012,7,422
B00060055O,A1LVZOF50GB2N4,3,3,1,1/1/2012,Not my cup of tea,My wife wanted to try this after seeing it highlighted on Dr. Oz as the best sugar alternative for hot drinks.  We tried it in coffee and tea and the flavor was so strong it overpowered the flavor of the drink you were adding it to.  No thank you Dr. Oz.,wife wanted try seeing highlighted dr oz best sugar alternative hot drink tried coffee tea flavor strong overpowered flavor drink adding no thank dr oz,1,51,1/1/2012,2012,1,254
B0035YLIZE,A3R7V5694II3O7,0,1,1,7/19/2012,WAY OVER PRICED- COMPLETLY GYPED ONLY 5 DOLLARS AT THE STORES,THESE ARE ONLY 5 DOLLARS A CONTAINER AT THE STORES- STUPID ME PAID 17 DOLLARS - BIG GYPE~~~! THEY ARE GOOD YET GO TO WALMART OR BJS AND SAVE YOUR MONEY HERE! DISGUSTED!,5 dollar container store stupid paid 17 dollar big gype good yet go walmart bjs save money disgusted,0,33,7/19/2012,2012,7,168
B00061KYHW,ALJ24KVF57BIB,1,3,1,1/7/2011,Poor Packing,Items arrived with one of the four jars broken. Cut finger trying to extract the other three from the shipping container. Product is a too sweet sauce that appears to use lots of corn syrup. Do not buy this product,item arrived  four jar broken cut finger trying extract three shipping container product sweet sauce appears use lot corn syrup not buy product,0.333333333,40,1/7/2011,2011,1,214
B002HFPW6I,A2HU4RWLFBOA35,4,6,1,12/6/2010,"I love these, but please make them in the US!","I love these.  I mean, I really love them.  And I was about to order them, but out of curiosity glanced down at the reviews.<br /><br />Mrs. May, I hope you read these reviews!  I will be one of your faithful customers forever if you start making these in the US.<br /><br />I choose not to buy any products (especially food) made in China, because of 2 concerns: 1.  Human rights issues and the use of prisoners as unpaid laborers (this is why the price is cheap on Chinese-made goods) and 2.  Concerns for quality control.",love mean really love order curiosity glanced reviewsmrs may hope read review  faithful customer forever start making usi choose not buy product especially food made china 2 concern 1 human right issue use prisoner unpaid laborer price cheap chinesemade good 2 concern quality control,0.666666667,96,12/6/2010,2010,12,524
B000633NXM,A2ZEJ9ZKRG6FWC,1,1,1,5/19/2012,Dogs won't chew it,"Big dogs, love bones but won't touch this thing.  Not sure if it's bad or what but it is not a hit and not worth it.  They love the stuffed bones but not this thing.  Strange would have thought this would have been a huge hit.",big dog love bone not touch thing not sure bad not hit not worth love stuffed bone not thing strange would thought would huge hit,1,46,5/19/2012,2012,5,226
B0015AWU7U,A38M1RC35IZKGY,1,17,1,1/9/2007,T. Byczynski,These taste alright but are made flat - not at all as pictured and hard to eat because of it,taste alright made flat not pictured hard eat,0.058823529,20,1/9/2007,2007,1,92
B000KJVIOI,A83K9H6ZVEIUG,1,2,1,1/11/2012,Old Chocolate,Not so old that you can't eat them but if you're going to give this as a gift I'd say pass - the chocolates themselves look like last years batch!,not old not eat going give gift would say pas chocolate look like last year batch,0.5,30,1/11/2012,2012,1,146
B005K4Q1T0,A1NUBEE4QFU1YR,2,2,1,12/22/2011,Not my favorite,We prefer the Swiss Miss brand K-cup.  This one was watery in both milk and dark chocolate. This is my least favorite of all k-cup brands.,prefer swiss miss brand kcup  watery milk dark chocolate least favorite kcup brand,1,26,12/22/2011,2011,12,138
B003GVBN1A,AEXVHGTJH2CML,0,0,1,5/30/2012,Awful,"I read all of these positive reviews and thought to give this a try, horrible idea. My husband and I live in Argentina and were using a Costco brand whole bean coffee that was quite delicious, especially for the price. When we ran out I searched Amazon for an inexpensive highly rated coffee.<br />Well overall, my husband and I find this hard to drink. My husband isn't usually as picky as I am but even he finds this hard to swallow. The coffee is bitter, extremely acidic and the awful flavor lingers on your tongue after every sip. I feel like I'm drinking the remnants of week-old 7-11 coffee. Even when putting a creamer into it, it is still difficult to taste anything but off-putting sludge. My husband and I will finish the bag but warn everyone against this coffee.",read positive review thought give try horrible idea husband live argentina using costco brand whole bean coffee quite delicious especially price ran searched amazon inexpensive highly rated coffeewell overall husband find hard drink husband not usually picky even find hard swallow coffee bitter extremely acidic awful flavor lingers tongue every sip feel like drinking remnant weekold 711 coffee even putting creamer still difficult taste anything offputting sludge husband finish bag warn everyone coffee,0,140,5/30/2012,2012,5,775
B000CQG8M6,AIAUC4NC7IOHB,0,1,1,1/15/2010,Gross,"This tea has a strong rancid flavor.  Maybe it's the ""sarsaparilla"" that gives it that rotten vegetation taste and aroma.  A truly awful tea.",tea strong rancid flavor maybe sarsaparilla give rotten vegetation taste aroma truly awful tea,0,24,1/15/2010,2010,1,141
B001TM3XJ8,A22ZON5WZLACLH,3,4,1,7/2/2011,Makes my dogs sick,While the ingredients look good (though the water content is 80% while most of the better brands have 78%) this food has managed to get two of my dogs sick!  Vomiting and uncontrollable bowel movements.  One dog is 17 yrs old and the other 4 yrs old.  I stopped feeding the older girl this food some time ago but discovered I still had cans so I gave a can to the 4 yr old.  After two days on the food he became sick.  He is now on rice and chicken for the next few days.  I cannot recommend this food to anyone.,ingredient look good though water content 80 better brand 78 food managed get two dog sick vomiting uncontrollable bowel movement  dog 17 yr old 4 yr old stopped feeding older girl food time ago discovered still can gave 4 yr old two day food became sick rice chicken next day not recommend food anyone,0.75,102,7/2/2011,2011,7,512
B002M5GZLE,A29TKMI8CK3H2Y,1,1,1,4/6/2011,chocolate is like a rock!,"The chocolate covering is so hard. I order this as well as the dark chocolate covered mango. The chocolate on that doesn't even taste like chocolate at ALL!!! At least with the 72%, I get a hint of the chocolate somewhere. Still, all in all, NOT GOOD!",chocolate covering hard order well dark chocolate covered mango chocolate not even taste like chocolate least 72 get hint chocolate somewhere still not good,1,47,4/6/2011,2011,4,251
B000EQYS7Q,A14ZE49P6JFS4W,1,4,1,9/12/2006,Survival Of The Fittest,The chips are so-so.  For me a package when opened must pass the smell test - these didn't.  When ordering a case (12 bags) I assumed they would be shipped in a factory packed box.  Not so.  They were repackaged by Amazon in a box designed for ten bags.  The case consisted of 12 bags.  No problem for the packer as he just squeezed in the two extra bags.  You can imagine what that does to potato chips.  I now have 6 bags of whole chips and 6 bags of chip pieces which can be eaten with a spoon.,chip soso package opened must pas smell test not ordering case 12 bag assumed would shipped factory packed box not repackaged amazon box designed ten bag case consisted 12 bag no problem packer squeezed two extra bag imagine potato chip 6 bag whole chip 6 bag chip piece eaten spoon,0.25,99,9/12/2006,2006,9,497
B000V6FTTU,A3F4UA5BYIACCA,1,4,1,6/3/2009,explodes in microwave,"When cooking according to instructions in microwave it keeps making popping noises and eventually it pops really loud and flies up and spills all over the place at about 1:15 secs in my microwave, WTF? It has done it to me three times in a row, then I tried it in my sisters microwave and had the same exact problem. I'm not sure this stuff is even safe!",cooking according instruction microwave keep making popping noise eventually pop really loud fly spill place 115 sec microwave wtf done three time row tried sister microwave exact problem not sure stuff even safe,0.25,68,6/3/2009,2009,6,354
B0047RQ9M0,AXQLNNJ8GVNFR,13,20,1,1/5/2010,Over a dollar for a K-cup?,"The coffee is good but the price is ridiculous($1.25 each K-cup approx).  You can get it from Green Mountain for 75 cents a K-cup (delivered) which is still too much. Buy it for 60 cents a K-cup at Bed, Bath and Beyond or Kohls.",coffee good price ridiculous125 kcup approx get green mountain 75 cent kcup delivered still much buy 60 cent kcup bed bath beyond kohl,0.65,44,1/5/2010,2010,1,228
B000G32YEG,A17QQK1A0JS4XK,0,0,1,8/19/2012,Defective Distribution of Wasabe-Choke inducing bites,"I have eaten hot wasabe spiced edamame many times before, eat hotter thai food than some of my Thai family members, and I enjoy hot food generally, and use more Wasabe on my sushi than any others I eat with. I ordered 12 packages of this edamame wasabi, and something clearly went wrong in production. One minute you will have a bite with moderate spicing, and the next you will have enough to want to spit out the nuts, guzzle water, and make you worry you have damaged your sinuses. I kid you not. The process of distribution of wasabe over the nuts is WILDY uneven with spikes best termed hazardous to your health!",eaten hot wasabe spiced edamame many time eat hotter thai food thai family member enjoy hot food generally use wasabe sushi others eat ordered 12 package edamame wasabi something clearly went wrong production  minute bite moderate spicing next enough want spit nut guzzle water make worry damaged sinus kid not process distribution wasabe nut wildy uneven spike best termed hazardous health,0,114,8/19/2012,2012,8,617
B000MIDROQ,ATVSO72U28NQX,3,3,1,10/9/2011,This is really not good at all....,"I was really quite disappointed. The "" meatballs"" taste like what I would imagine "" fake meat"" to taste like as they are very artificial in texture and do not taste like really anything resembling meat. The pasta is overdone, the sauce is watery and, without exaggeration, you can actually drink the whole thing, except for the tiny "" meatballs,"" which are few indeed. This is really a bad example of processed food.",really quite disappointed meatball taste like would imagine fake meat taste like artificial texture not taste like really anything resembling meat pasta overdone sauce watery without exaggeration actually drink whole thing except tiny meatball indeed really bad example processed food,1,73,10/9/2011,2011,10,416
B003ZT61Y2,A3MFL8SM1EEC4V,0,0,1,12/20/2010,The Product is Good... The Price Not So Good...,"My wife loves this product and has enjoyed it for years. The product is<br />the only coffee I will drink as I am not a coffee drinker.<br /><br />Having said this, the price it is offered at is NOT so good.<br /><br />We have purchased it for under three dollars a tin and regularly<br />buy it, not on sale, for three twenty-eight a tin as of 12/2010.<br /><br />I consider the previous reviewer's comments legitimate as I can<br />get a better deal at the local ""Stuff Mart"". It is a deal once it<br />gets below three dollars a tin.",wife love product enjoyed year product isthe coffee drink not coffee drinkerhaving said price offered not goodwe purchased three dollar tin regularlybuy not sale three twentyeight tin 122010i consider previous reviewer comment legitimate canget better deal local stuff mart deal itgets three dollar tin,0,99,12/20/2010,2010,12,536
B005K4Q1YA,A2VQ6PV3CLQ20C,2,2,1,2/13/2012,Disgusting,This is NOT coffee!<br />It was also not what I expected.<br />No where in the description does it say that it contains hydrogenated oils!<br />I brewed one cup - it looked and smelled like dirty dish water.<br />I threw the entire box out.<br />I want my money back :(,not coffeeit also not expectedno description say contains hydrogenated oilsi brewed  cup looked smelled like dirty dish wateri threw entire box outi want money back,1,49,2/13/2012,2012,2,269
B001EQ5PRW,A3927B57GVBYVG,4,5,1,5/14/2011,Not hot at all,"Like the other reviewer said, this pepper doesn't have much kick - if any at all.  I had a feeling something may have been off - or in this case, nonexistent - and that certainly is the heat.<br /><br />Don't waste your money on this stuff!",like reviewer said pepper not much kick feeling something may case nonexistent certainly heatdo not waste money stuff,0.8,46,5/14/2011,2011,5,240
B004K6782I,AJUL3WQC4EAUI,0,0,1,7/19/2012,Not good,Product arived all warm and mashed together.  They did not taste good either.  I would suggest in warm weather they use ice packs.,product arived warm mashed together not taste good either would suggest warm weather use ice pack,0,23,7/19/2012,2012,7,130
B00315WGNK,A2ON5PLCYP5NC9,2,3,1,9/18/2010,Bad Quaility Control???,I just got my order and it's (one of) the worst things I have ever put in my mouth! Something went horribly wrong when they made this batch. I think they spilled sodium nitrate or something all over this batch! It had white powder all over it and my even my dog turned his nose up at it! I give it one star because I've received two other orders that were so-so tasting but cancelled my subscription right after I got this... Buyer Beware!,got order  worst thing ever put mouth something went horribly wrong made batch think spilled sodium nitrate something batch white powder even dog turned nose give  star received two order soso tasting cancelled subscription right got buyer beware,0.666666667,84,9/18/2010,2010,9,439
B006Q820X0,#oc-R10UA029WVWIUI,0,0,1,7/17/2012,Less than satisfactory.  I gave the Brooklyn K-Cups away as a gift.  I will not buy this particular brand again.,"Brooklyn ""French Roast"" K-Cup Coffee is not one of my favorites. It's not awful.  It's okay if you're in a ""pinch"" and it's the only pod you have.  I ended up giving my entire box to a friend.  I wasn't a fan.  There was nothing special or memorable about the taste.  I won't buy it again and I won't recommend it.",brooklyn french roast kcup coffee not  favorite not awful okay pinch pod ended giving entire box friend not fan nothing special memorable taste not buy not recommend,0,61,7/17/2012,2012,7,314
B003TVUPCU,A35298SZS1XPOU,0,0,1,10/29/2011,where's the beef?  in here apparently,"We ordered a case of CHICKEN reduced sodium bouillon, imagine our surprise when 1 of top ingredients is BEEF FAT!  Also, case was short dated to expire in December 2011.  Lucky Amazon.com refunded my money.",ordered case chicken reduced sodium bouillon imagine surprise 1 top ingredient beef fat also case short dated expire december 2011 lucky amazoncom refunded money,0,35,10/29/2011,2011,10,206
B004V3D2UM,A1X2LENOF84LCQ,4,9,1,2/20/2012,It Is NOT capachino!!,"Capachino is to have some milk in it, flavor and coffee, this is just flavored coffee. I do not see how they can eve call it capachino? This has no milk at all (my package of Kcups didn't). The coffee is OK but since it claims to be capachino I give it one star because it does not even vaguely taste like capachino.",capachino milk flavor coffee flavored coffee not see eve call capachino no milk package kcups not coffee ok since claim capachino give  star not even vaguely taste like capachino,0.444444444,63,2/20/2012,2012,2,316
B000WFPJIG,A13CX0VH5IXM5Q,3,3,1,12/27/2008,Beef & Chicken canned Wellness didn't measure up.,"We've been ordering Wellness for one of our cats who was diagnosed as insulin-dependent diabetic a few months ago.  After reading many reviews on the internet, we chose Wellness chicken and Wellness turkey canned products.  This has gone well enough.  We though we'd give him a change of taste, so ordered a case of the beef & chicken canned food.  He projectile vomited it all over the kitchen.  Maybe it's the beef, but the remainder goes to the local pound where it will hopefully be appreciated.",ordering wellness  cat diagnosed insulindependent diabetic month ago reading many review internet chose wellness chicken wellness turkey canned product gone well enough though would give change taste ordered case beef chicken canned food projectile vomited kitchen maybe beef remainder go local pound hopefully appreciated,1,86,12/27/2008,2008,12,499
B001GWVOTM,A2B90OBOEM3X4N,0,0,1,10/16/2012,Very disapointed!,The description stated that this gum is naturally sweetened with Stevia. It said NOTHING about containing artificial sweetners (sugar alcohols). My digestive tract can not tolerate sugar alcohols (and I have Type II Diabetes so I do not chew regular gum). A case of this gum is expensive but I thought it would have been worth it (I love gum)if it was ONLY swwetened with Stevia. I feel duped!!!,description stated gum naturally sweetened stevia said nothing containing artificial sweetners sugar alcohol digestive tract not tolerate sugar alcohol type ii diabetes not chew regular gum case gum expensive thought would worth love gumif swwetened stevia feel duped,0,69,10/16/2012,2012,10,395
B000JI79P2,AS3CDMBFRSBVJ,0,2,1,12/15/2011,Da Vinci creamer,I did not like it at all. Tasted to much like maple syrup and it was toooo sweet. I wanted the taste of the pumpkin spice that Starbucks has in there drink. I gave the stuff away.,not like tasted much like maple syrup toooo sweet wanted taste pumpkin spice starbucks drink gave stuff away,0,37,12/15/2011,2011,12,179
B00012182G,A2RVEXGWER6F2K,7,9,1,1/25/2012,Too much blood,"I've been a rabbit eater for most of my life, used to shoot my own but as I get older, I've been ordering online. When this arrived, I was quite excited to get my slow cooker going and have a great stew, however when I opened the package, there was at least 8 cups of blood and intestinal type matter with the carcass. I went ahead and cleaned it up and everything worked fine but I cannot recommend this product as it's a pain to clean the body up before cooking, my preference is out of the bag straight to crock pot without having to deal with blood and guts....guess this is what happens with age.",rabbit eater life used shoot get older ordering online arrived quite excited get slow cooker going great stew however opened package least 8 cup blood intestinal type matter carcass went ahead cleaned everything worked fine not recommend product pain clean body cooking preference bag straight crock pot without deal blood gutsguess happens age,0.777777778,116,1/25/2012,2012,1,601
